,Order Channel,Quantity,Unit Price,Customer Type,Category Group,shippingStatus,Category,Delivery Date,Sales
1025,Mobile App,0.5,10650.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-28 13:06:00,5325.0
1026,Mobile App,1.0,9200.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-28 13:06:00,9200.0
1027,Mobile App,5.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-28 15:49:00,33750.0
1028,Mobile App,1.0,8500.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-28 15:49:00,8500.0
1029,Mobile App,1.0,11200.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-28 15:49:00,11200.0
1030,Mobile App,1.0,11150.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-28 15:49:00,11150.0
1031,Mobile App,5.0,10650.0,Wholesale,Breakfast & Snacks,delivered,Milk,2020-12-28 16:31:00,53250.0
1032,Whatsapp,10.0,9200.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-29 07:11:00,92000.0
1033,Whatsapp,1.0,7500.0,Wholesale,Breakfast & Snacks,delivered,Butter,2020-12-29 07:59:00,7500.0
1034,Whatsapp,5.0,6750.0,Wholesale,Breakfast & Snacks,delivered,Milk,2020-12-29 07:59:00,33750.0
1035,Whatsapp,1.0,6750.0,Modern Trade,Breakfast & Snacks,delivered,Milk,2020-12-29 09:42:00,6750.0
1036,Whatsapp,1.0,3750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-29 10:17:00,3750.0
1037,Whatsapp,1.0,7500.0,General Trade,Breakfast & Snacks,delivered,Butter,2020-12-29 10:17:00,7500.0
1038,Mobile App,14.0,8800.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-29 10:41:00,123200.0
1039,Mobile App,10.0,8500.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-29 10:41:00,85000.0
1040,Whatsapp,1.0,8500.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-29 11:06:00,8500.0
1041,Whatsapp,5.0,11200.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-29 11:19:00,56000.0
1042,Whatsapp,20.0,6750.0,Wholesale,Breakfast & Snacks,delivered,Milk,2020-12-29 11:29:00,135000.0
1043,Mobile App,1.0,11200.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-29 11:45:00,11200.0
1044,Mobile App,1.0,9200.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-29 11:45:00,9200.0
1045,Mobile App,1.0,10050.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-29 11:45:00,10050.0
1046,Whatsapp,1.0,8500.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-29 11:52:00,8500.0
1047,Whatsapp,1.0,3750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-29 11:52:00,3750.0
1048,Whatsapp,1.0,11200.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-29 11:52:00,11200.0
1049,Whatsapp,1.0,3300.0,General Trade,Breakfast & Snacks,delivered,Biscuits,2020-12-29 11:52:00,3300.0
1050,Mobile App,15.0,2080.0,General Trade,Breakfast & Snacks,delivered,Yoghurt,2020-12-29 12:16:00,31200.0
1051,Whatsapp,7.0,2000.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-29 12:21:00,14000.0
1052,Whatsapp,4.0,3000.0,General Trade,Breakfast & Snacks,delivered,Confectionary,2020-12-29 12:21:00,12000.0
1053,Whatsapp,4.0,9200.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-29 12:21:00,36800.0
1054,Whatsapp,3.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-29 12:21:00,20250.0
1055,Whatsapp,3.0,2080.0,General Trade,Breakfast & Snacks,delivered,Yoghurt,2020-12-29 13:05:00,6240.0
1056,Whatsapp,2.0,8500.0,Wholesale,Breakfast & Snacks,delivered,Milk,2020-12-29 13:24:00,17000.0
1057,Whatsapp,1.0,11200.0,Wholesale,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-29 13:24:00,11200.0
1058,Whatsapp,1.0,9350.0,Wholesale,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-29 13:24:00,9350.0
1059,Whatsapp,5.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-29 14:07:00,33750.0
1060,Whatsapp,3.0,2080.0,General Trade,Breakfast & Snacks,delivered,Yoghurt,2020-12-29 14:14:00,6240.0
1061,Whatsapp,1.0,4200.0,General Trade,Breakfast & Snacks,delivered,Sugar,2020-12-29 14:15:00,4200.0
1062,Whatsapp,1.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-29 14:15:00,6750.0
1063,Whatsapp,1.0,16500.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-29 14:19:00,16500.0
1064,Whatsapp,1.0,11200.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-29 14:19:00,11200.0
1065,Whatsapp,2.0,3750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-29 14:19:00,7500.0
1066,Whatsapp,10.0,9200.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-29 15:49:00,92000.0
1067,Whatsapp,1.0,8500.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-29 18:00:00,8500.0
1068,Whatsapp,1.0,7450.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-29 18:00:00,7450.0
1069,Whatsapp,1.0,13600.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-29 18:00:00,13600.0
1070,Mobile App,3.0,10650.0,Wholesale,Breakfast & Snacks,delivered,Milk,2020-12-29 18:29:00,31950.0
1071,Whatsapp,3.0,9200.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-29 20:54:00,27600.0
1072,Whatsapp,1.0,7450.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-29 20:54:00,7450.0
1073,Whatsapp,10.0,2080.0,General Trade,Breakfast & Snacks,delivered,Yoghurt,2020-12-29 20:54:00,20800.0
1074,Mobile App,4.0,9050.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-30 09:18:00,36200.0
1075,Mobile App,3.0,10650.0,Wholesale,Breakfast & Snacks,delivered,Milk,2020-12-30 09:32:00,31950.0
1076,Whatsapp,1.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-30 09:51:00,6750.0
1077,Whatsapp,2.0,2080.0,General Trade,Breakfast & Snacks,delivered,Yoghurt,2020-12-30 09:51:00,4160.0
1078,Whatsapp,1.0,9050.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-30 09:51:00,9050.0
1079,Mobile App,15.0,2080.0,General Trade,Breakfast & Snacks,delivered,Yoghurt,2020-12-30 10:56:00,31200.0
1080,Mobile App,5.0,3750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-30 11:21:00,18750.0
1081,Mobile App,1.0,4550.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-30 11:21:00,4550.0
1082,Mobile App,1.0,11200.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-30 11:21:00,11200.0
1083,Whatsapp,2.0,3750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-30 11:29:00,7500.0
1084,Whatsapp,1.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-30 11:29:00,6750.0
1085,Whatsapp,1.0,9050.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-30 11:29:00,9050.0
1086,Whatsapp,1.0,11200.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-30 12:46:00,11200.0
1087,Whatsapp,6.0,3750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-30 12:46:00,22500.0
1088,Mobile App,5.0,4550.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-30 12:59:00,22750.0
1089,Mobile App,5.0,3750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-30 12:59:00,18750.0
1090,Whatsapp,3.0,10650.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-30 13:20:00,31950.0
1091,Mobile App,10.0,10650.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-30 14:10:00,106500.0
1092,Mobile App,5.0,7800.0,Wholesale,Breakfast & Snacks,delivered,Milk,2020-12-30 15:43:00,39000.0
1093,Whatsapp,3.0,9200.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-30 17:09:00,27600.0
1094,Whatsapp,1.0,10650.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-30 17:09:00,10650.0
1095,Whatsapp,1.0,3750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-30 17:09:00,3750.0
1096,Mobile App,5.0,2080.0,Wholesale,Breakfast & Snacks,delivered,Yoghurt,2020-12-30 18:44:00,10400.0
1097,Mobile App,2.0,10650.0,Wholesale,Breakfast & Snacks,delivered,Milk,2020-12-30 18:44:00,21300.0
1098,Mobile App,1.0,9050.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-31 08:03:00,9050.0
1099,Mobile App,1.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-31 10:15:00,6750.0
1100,Mobile App,2.0,2080.0,General Trade,Breakfast & Snacks,delivered,Yoghurt,2020-12-31 10:15:00,4160.0
1101,Mobile App,1.0,3750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-31 10:15:00,3750.0
1102,Mobile App,2.0,8500.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-31 10:55:00,17000.0
1103,Whatsapp,2.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-31 10:57:00,13500.0
1104,Whatsapp,1.0,8500.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-31 10:57:00,8500.0
1105,Whatsapp,2.0,1050.0,General Trade,Breakfast & Snacks,delivered,Biscuits,2020-12-31 10:57:00,2100.0
1106,Whatsapp,1.0,10650.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-31 10:57:00,10650.0
1107,Whatsapp,1.0,4550.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-31 10:57:00,4550.0
1108,Whatsapp,2.0,3750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-31 10:57:00,7500.0
1109,Whatsapp,1.0,8500.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-31 12:01:00,8500.0
1110,Whatsapp,1.0,7450.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-31 12:01:00,7450.0
1111,Whatsapp,1.0,13600.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-31 12:01:00,13600.0
1112,Mobile App,5.0,10650.0,Wholesale,Breakfast & Snacks,delivered,Milk,2020-12-31 12:41:00,53250.0
1113,Whatsapp,1.0,10650.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-31 14:38:00,10650.0
1114,Whatsapp,1.0,3750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-31 14:38:00,3750.0
1115,Whatsapp,1.0,9100.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-31 14:38:00,9100.0
1116,Whatsapp,1.0,9050.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-31 14:38:00,9050.0
1117,Whatsapp,1.0,7450.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-31 16:51:00,7450.0
1118,Whatsapp,2.0,3750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-31 16:51:00,7500.0
1119,Whatsapp,2.0,4550.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-31 16:51:00,9100.0
1120,Whatsapp,1.0,7800.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-31 17:20:00,7800.0
1121,Whatsapp,1.0,8500.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-31 17:20:00,8500.0
1122,Whatsapp,2.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-31 17:20:00,13500.0
1123,Whatsapp,1.0,11200.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-31 17:20:00,11200.0
1124,Mobile App,5.0,10650.0,Wholesale,Breakfast & Snacks,delivered,Milk,2020-12-31 20:15:00,53250.0
1125,Whatsapp,2.0,7450.0,Wholesale,Breakfast & Snacks,delivered,Cereal,2021-01-01 08:21:00,14900.0
1126,Whatsapp,2.0,8500.0,Wholesale,Breakfast & Snacks,delivered,Milk,2021-01-01 08:21:00,17000.0
1127,Whatsapp,10.0,2080.0,Wholesale,Breakfast & Snacks,delivered,Yoghurt,2021-01-01 08:21:00,20800.0
1128,Whatsapp,10.0,9050.0,Wholesale,Breakfast & Snacks,delivered,Chocolate Beverage,2021-01-01 08:21:00,90500.0
1129,Whatsapp,5.0,6750.0,Wholesale,Breakfast & Snacks,delivered,Milk,2021-01-04 08:31:00,33750.0
1130,Mobile App,20.0,10650.0,General Trade,Breakfast & Snacks,delivered,Milk,2021-01-04 10:03:00,213000.0
1131,Mobile App,2.0,11200.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2021-01-04 10:39:00,22400.0
1132,Mobile App,1.0,3750.0,General Trade,Breakfast & Snacks,delivered,Milk,2021-01-04 10:39:00,3750.0
1133,Mobile App,4.0,10650.0,General Trade,Breakfast & Snacks,delivered,Milk,2021-01-04 11:41:00,42600.0
1134,Mobile App,70.0,3750.0,Wholesale,Breakfast & Snacks,delivered,Milk,2021-01-04 13:21:00,262500.0
1135,Mobile App,25.0,4550.0,Wholesale,Breakfast & Snacks,delivered,Milk,2021-01-04 13:21:00,113750.0
1136,Mobile App,3.0,10650.0,Wholesale,Breakfast & Snacks,delivered,Milk,2021-01-04 13:21:00,31950.0
1137,Mobile App,3.0,11200.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2021-01-04 13:38:00,33600.0
1138,Mobile App,10.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2021-01-04 15:02:00,67500.0
1139,Whatsapp,5.0,10650.0,General Trade,Breakfast & Snacks,delivered,Milk,2021-01-04 18:38:00,53250.0
1140,Whatsapp,2.0,8500.0,General Trade,Breakfast & Snacks,delivered,Milk,2021-01-04 19:58:00,17000.0
1141,Whatsapp,1.0,9150.0,General Trade,Breakfast & Snacks,cancelled,Chocolate Beverage,NaT,9150.0
1142,Whatsapp,2.0,1860.0,General Trade,Breakfast & Snacks,cancelled,Milk,NaT,3720.0
1143,Mobile App,5.0,7050.0,Wholesale,Breakfast & Snacks,cancelled,Cereal,NaT,35250.0
1144,Mobile App,2.0,10050.0,Wholesale,Breakfast & Snacks,cancelled,Chocolate Beverage,NaT,20100.0
1145,Mobile App,5.0,10650.0,Wholesale,Breakfast & Snacks,cancelled,Milk,NaT,53250.0
1146,Mobile App,5.0,3750.0,Wholesale,Breakfast & Snacks,cancelled,Milk,NaT,18750.0
1147,Mobile App,1.0,11300.0,Modern Trade,Breakfast & Snacks,cancelled,Butter,NaT,11300.0
1148,Mobile App,1.0,11200.0,General Trade,Breakfast & Snacks,cancelled,Chocolate Beverage,NaT,11200.0
1149,Whatsapp,1.0,1500.0,General Trade,Breakfast & Snacks,cancelled,Spreads,NaT,1500.0
1150,Whatsapp,1.0,1.0,General Trade,Breakfast & Snacks,cancelled,Spreads,NaT,1.0
1151,Whatsapp,1.0,10650.0,General Trade,Breakfast & Snacks,cancelled,Milk,NaT,10650.0
1152,Whatsapp,1.0,3750.0,General Trade,Breakfast & Snacks,cancelled,Milk,NaT,3750.0
1153,Whatsapp,1.0,2080.0,General Trade,Breakfast & Snacks,cancelled,Yoghurt,NaT,2080.0
1154,Whatsapp,1.0,11200.0,General Trade,Breakfast & Snacks,cancelled,Chocolate Beverage,NaT,11200.0
1155,Mobile App,1.0,11150.0,Modern Trade,Breakfast & Snacks,cancelled,Chocolate Beverage,NaT,11150.0
1156,Mobile App,1.0,9120.0,Modern Trade,Breakfast & Snacks,cancelled,Chocolate Beverage,NaT,9120.0
1157,Mobile App,1.0,7800.0,Modern Trade,Breakfast & Snacks,cancelled,Milk,NaT,7800.0
1158,Mobile App,1.0,11300.0,General Trade,Breakfast & Snacks,cancelled,Butter,NaT,11300.0
1159,Mobile App,2.0,2780.0,General Trade,Breakfast & Snacks,cancelled,Yoghurt,NaT,5560.0
1160,Mobile App,1.0,3750.0,General Trade,Breakfast & Snacks,cancelled,Milk,NaT,3750.0
1161,Mobile App,1.0,6750.0,Modern Trade,Breakfast & Snacks,cancelled,Milk,NaT,6750.0
1162,Mobile App,1.0,2780.0,Modern Trade,Breakfast & Snacks,cancelled,Yoghurt,NaT,2780.0
1163,Mobile App,5.0,5100.0,Wholesale,Breakfast & Snacks,cancelled,Cereal,NaT,25500.0
1164,Mobile App,4.25,7450.0,General Trade,Breakfast & Snacks,cancelled,Cereal,NaT,31662.5
1165,Whatsapp,1.0,6750.0,General Trade,Breakfast & Snacks,cancelled,Milk,NaT,6750.0
1166,Whatsapp,2.0,11200.0,General Trade,Breakfast & Snacks,cancelled,Chocolate Beverage,NaT,22400.0
1167,Whatsapp,10.0,4550.0,General Trade,Breakfast & Snacks,cancelled,Milk,NaT,45500.0
1168,Mobile App,50.0,2080.0,General Trade,Breakfast & Snacks,cancelled,Yoghurt,NaT,104000.0
1169,Whatsapp,15.0,2080.0,Wholesale,Breakfast & Snacks,cancelled,Yoghurt,NaT,31200.0
1170,Whatsapp,15.0,2080.0,Wholesale,Breakfast & Snacks,cancelled,Yoghurt,NaT,31200.0
1171,Whatsapp,2.0,7450.0,Wholesale,Breakfast & Snacks,cancelled,Cereal,NaT,14900.0
1172,Whatsapp,3.0,1500.0,General Trade,Breakfast & Snacks,cancelled,Spreads,NaT,4500.0
1173,Whatsapp,1.0,1.0,General Trade,Breakfast & Snacks,cancelled,Spreads,NaT,1.0
1174,Whatsapp,2.0,3000.0,General Trade,Breakfast & Snacks,cancelled,Confectionary,NaT,6000.0
1175,Whatsapp,3.0,9120.0,General Trade,Breakfast & Snacks,cancelled,Chocolate Beverage,NaT,27360.0
1176,Whatsapp,1.0,7450.0,General Trade,Breakfast & Snacks,cancelled,Cereal,NaT,7450.0
1177,Whatsapp,3.0,4200.0,General Trade,Breakfast & Snacks,cancelled,Yoghurt,NaT,12600.0
1178,Whatsapp,1.0,5900.0,Wholesale,Breakfast & Snacks,cancelled,Cereal,NaT,5900.0
1179,Mobile App,1.0,3000.0,General Trade,Breakfast & Snacks,cancelled,Confectionary,NaT,3000.0
1180,Mobile App,0.25,4200.0,General Trade,Breakfast & Snacks,cancelled,Sugar,NaT,1050.0
1181,Mobile App,1.0,3000.0,General Trade,Breakfast & Snacks,cancelled,Confectionary,NaT,3000.0
1182,Mobile App,0.5,7050.0,General Trade,Breakfast & Snacks,cancelled,Cereal,NaT,3525.0
1183,Mobile App,1.0,6750.0,General Trade,Breakfast & Snacks,cancelled,Milk,NaT,6750.0
1184,Mobile App,0.5,10650.0,General Trade,Breakfast & Snacks,cancelled,Milk,NaT,5325.0
1185,Whatsapp,1.0,6750.0,General Trade,Breakfast & Snacks,cancelled,Milk,NaT,6750.0
1186,Whatsapp,1.0,3180.0,General Trade,Breakfast & Snacks,cancelled,Yoghurt,NaT,3180.0
1187,Whatsapp,1.0,7450.0,General Trade,Breakfast & Snacks,cancelled,Cereal,NaT,7450.0
1188,Mobile App,5.0,6750.0,Wholesale,Breakfast & Snacks,cancelled,Milk,NaT,33750.0
1189,Mobile App,0.5,8500.0,Modern Trade,Breakfast & Snacks,cancelled,Milk,NaT,4250.0
1190,Mobile App,10.0,6750.0,General Trade,Breakfast & Snacks,cancelled,Milk,NaT,67500.0
1191,Mobile App,5.0,9120.0,General Trade,Breakfast & Snacks,cancelled,Chocolate Beverage,NaT,45600.0
1192,Mobile App,0.5,3000.0,General Trade,Breakfast & Snacks,cancelled,Confectionary,NaT,1500.0
1193,Mobile App,0.5,3000.0,General Trade,Breakfast & Snacks,cancelled,Confectionary,NaT,1500.0
1194,Mobile App,1.0,2780.0,General Trade,Breakfast & Snacks,cancelled,Yoghurt,NaT,2780.0
1195,Mobile App,0.5,11150.0,General Trade,Breakfast & Snacks,cancelled,Chocolate Beverage,NaT,5575.0
1196,Mobile App,0.5,9050.0,General Trade,Breakfast & Snacks,cancelled,Chocolate Beverage,NaT,4525.0
1197,Mobile App,1.0,3750.0,General Trade,Breakfast & Snacks,cancelled,Milk,NaT,3750.0
1198,Mobile App,0.5,9120.0,General Trade,Breakfast & Snacks,cancelled,Chocolate Beverage,NaT,4560.0
1199,Mobile App,1.0,2780.0,General Trade,Breakfast & Snacks,cancelled,Yoghurt,NaT,2780.0
1200,Mobile App,1.0,9120.0,General Trade,Breakfast & Snacks,cancelled,Chocolate Beverage,NaT,9120.0
1201,Mobile App,1.0,3750.0,General Trade,Breakfast & Snacks,cancelled,Milk,NaT,3750.0
1202,Mobile App,1.0,9050.0,General Trade,Breakfast & Snacks,cancelled,Chocolate Beverage,NaT,9050.0
1203,Mobile App,6.0,9120.0,General Trade,Breakfast & Snacks,cancelled,Chocolate Beverage,NaT,54720.0
1204,Mobile App,2.0,6750.0,General Trade,Breakfast & Snacks,cancelled,Milk,NaT,13500.0
1205,Mobile App,10.0,3750.0,General Trade,Breakfast & Snacks,cancelled,Milk,NaT,37500.0
1206,Whatsapp,6.0,9200.0,Modern Trade,Breakfast & Snacks,cancelled,Chocolate Beverage,NaT,55200.0
1207,Whatsapp,1.0,9120.0,General Trade,Breakfast & Snacks,cancelled,Chocolate Beverage,NaT,9120.0
1208,Whatsapp,1.0,4400.0,General Trade,Breakfast & Snacks,cancelled,Milk,NaT,4400.0
1209,Whatsapp,1.0,3680.0,General Trade,Breakfast & Snacks,cancelled,Biscuits,NaT,3680.0
1210,Whatsapp,2.0,6750.0,General Trade,Breakfast & Snacks,cancelled,Milk,NaT,13500.0
1211,Whatsapp,1.0,8500.0,General Trade,Breakfast & Snacks,cancelled,Milk,NaT,8500.0
1212,Whatsapp,1.0,19170.0,General Trade,Breakfast & Snacks,cancelled,Milk,NaT,19170.0
1213,Whatsapp,1.0,11000.0,General Trade,Breakfast & Snacks,cancelled,Milk,NaT,11000.0
1214,Whatsapp,1.0,7800.0,General Trade,Breakfast & Snacks,cancelled,Milk,NaT,7800.0
1215,Whatsapp,1.0,1500.0,General Trade,Breakfast & Snacks,cancelled,Spreads,NaT,1500.0
1216,Whatsapp,1.0,1.0,General Trade,Breakfast & Snacks,cancelled,Spreads,NaT,1.0
1217,Whatsapp,1.0,1500.0,General Trade,Breakfast & Snacks,cancelled,Spreads,NaT,1500.0
1218,Whatsapp,2.0,3750.0,General Trade,Breakfast & Snacks,cancelled,Milk,NaT,7500.0
1219,Whatsapp,1.0,8500.0,General Trade,Breakfast & Snacks,cancelled,Milk,NaT,8500.0
1220,Whatsapp,1.0,9350.0,General Trade,Breakfast & Snacks,cancelled,Chocolate Beverage,NaT,9350.0
1221,Whatsapp,1.0,2000.0,General Trade,Breakfast & Snacks,cancelled,Cereal,NaT,2000.0
1222,Whatsapp,1.0,1.0,General Trade,Breakfast & Snacks,cancelled,Spreads,NaT,1.0
1223,Whatsapp,1.0,1500.0,General Trade,Breakfast & Snacks,cancelled,Spreads,NaT,1500.0
1224,Whatsapp,1.0,1500.0,General Trade,Breakfast & Snacks,cancelled,Spreads,NaT,1500.0
1225,Whatsapp,1.0,1.0,General Trade,Breakfast & Snacks,cancelled,Spreads,NaT,1.0
1226,Whatsapp,5.0,10650.0,General Trade,Breakfast & Snacks,cancelled,Milk,NaT,53250.0
1227,Whatsapp,1.0,1500.0,General Trade,Breakfast & Snacks,cancelled,Spreads,NaT,1500.0
1228,Whatsapp,1.0,1.0,General Trade,Breakfast & Snacks,cancelled,Spreads,NaT,1.0
1229,Whatsapp,1.0,23680.0,General Trade,Breakfast & Snacks,cancelled,Milk,NaT,23680.0
1230,Whatsapp,3.0,10650.0,General Trade,Breakfast & Snacks,cancelled,Milk,NaT,31950.0
1231,Whatsapp,1.0,3300.0,General Trade,Breakfast & Snacks,cancelled,Biscuits,NaT,3300.0
1232,Whatsapp,1.0,3000.0,General Trade,Breakfast & Snacks,cancelled,Confectionary,NaT,3000.0
1233,Whatsapp,1.0,4550.0,General Trade,Breakfast & Snacks,cancelled,Milk,NaT,4550.0
1234,Whatsapp,1.0,3750.0,General Trade,Breakfast & Snacks,cancelled,Milk,NaT,3750.0
1235,Whatsapp,1.0,10650.0,General Trade,Breakfast & Snacks,cancelled,Milk,NaT,10650.0
1236,Whatsapp,4.0,4600.0,General Trade,Food,delivered,Processed Food,2020-12-02 07:51:00,18400.0
1237,Whatsapp,1.0,9600.0,General Trade,Food,delivered,Spices,2020-12-02 07:51:00,9600.0
1238,Whatsapp,5.0,4250.0,General Trade,Food,delivered,Processed Food,2020-12-02 07:51:00,21250.0
1239,Whatsapp,2.0,4600.0,General Trade,Food,delivered,Processed Food,2020-12-02 11:01:00,9200.0
1240,Whatsapp,1.0,4050.0,General Trade,Food,delivered,Processed Food,2020-12-02 13:18:00,4050.0
1241,Whatsapp,20.0,4250.0,General Trade,Food,delivered,Processed Food,2020-12-02 14:03:00,85000.0
1242,Whatsapp,2.0,4250.0,General Trade,Food,delivered,Processed Food,2020-12-02 16:08:00,8500.0
1243,Whatsapp,2.0,4250.0,General Trade,Food,delivered,Processed Food,2020-12-02 16:08:00,8500.0
1244,Whatsapp,1.0,3800.0,General Trade,Food,delivered,Processed Food,2020-12-02 18:51:00,3800.0
1245,Whatsapp,1.0,4700.0,Wholesale,Food,delivered,Processed Food,2020-12-03 11:19:00,4700.0
1246,Whatsapp,1.0,10200.0,Wholesale,Food,delivered,Culinary,2020-12-03 11:19:00,10200.0
1247,Whatsapp,1.0,3930.0,General Trade,Food,delivered,Processed Food,2020-12-03 11:58:00,3930.0
1248,Whatsapp,2.0,4250.0,General Trade,Food,delivered,Processed Food,2020-12-03 11:58:00,8500.0
1249,Whatsapp,2.0,3930.0,General Trade,Food,delivered,Processed Food,2020-12-03 12:23:00,7860.0
1250,Whatsapp,2.0,4100.0,General Trade,Food,delivered,Culinary,2020-12-03 12:23:00,8200.0
1251,Whatsapp,2.0,4050.0,General Trade,Food,delivered,Processed Food,2020-12-03 12:41:00,8100.0
1252,Mobile App,5.0,4250.0,General Trade,Food,delivered,Processed Food,2020-12-03 15:59:00,21250.0
1253,Mobile App,1.0,9600.0,General Trade,Food,delivered,Spices,2020-12-03 15:59:00,9600.0
1254,Whatsapp,3.0,3930.0,General Trade,Food,delivered,Processed Food,2020-12-03 16:19:00,11790.0
1255,Whatsapp,1.0,4100.0,General Trade,Food,delivered,Culinary,2020-12-03 16:19:00,4100.0
1256,Whatsapp,4.0,4250.0,General Trade,Food,delivered,Processed Food,2020-12-04 10:23:00,17000.0
1257,Whatsapp,1.0,4600.0,General Trade,Food,delivered,Processed Food,2020-12-04 11:05:00,4600.0
1258,Mobile App,3.0,4250.0,General Trade,Food,delivered,Processed Food,2020-12-04 11:43:00,12750.0
1259,Mobile App,1.0,4600.0,General Trade,Food,delivered,Processed Food,2020-12-04 11:43:00,4600.0
1260,Whatsapp,1.0,9600.0,General Trade,Food,delivered,Spices,2020-12-04 13:27:00,9600.0
1261,Whatsapp,1.0,3930.0,General Trade,Food,delivered,Processed Food,2020-12-04 13:27:00,3930.0
1262,Whatsapp,1.0,4100.0,General Trade,Food,delivered,Culinary,2020-12-04 13:27:00,4100.0
